initial_alias,converted_alias,name,description,namespace,uniqueccds,unique_names
CCDS30880.1,ENSG00000143603,KCNN3,potassium calcium-activated channel subfamily N member 3 [Source:HGNC Symbol;Acc:HGNC:6292],CCDS,CCDS33703.1,NECTIN1
CCDS33703.1,ENSG00000144711,IQSEC1,IQ motif and Sec7 domain ArfGEF 1 [Source:HGNC Symbol;Acc:HGNC:29112],CCDS,CCDS11759.1,MAMDC4
CCDS11759.1,ENSG00000108679,LGALS3BP,galectin 3 binding protein [Source:HGNC Symbol;Acc:HGNC:6564],CCDS,CCDS33689.1,FERMT3
CCDS33689.1,ENSG00000196220,SRGAP3,SLIT-ROBO Rho GTPase activating protein 3 [Source:HGNC Symbol;Acc:HGNC:19744],CCDS,CCDS10988.1,KRTAP4-6
CCDS10988.1,ENSG00000258947,TUBB3,tubulin beta 3 class III [Source:HGNC Symbol;Acc:HGNC:20772],CCDS,CCDS12782.1,PRAG1
CCDS12782.1,ENSG00000104960,PTOV1,PTOV1 extended AT-hook containing adaptor protein [Source:HGNC Symbol;Acc:HGNC:9632],CCDS,CCDS9831.1,LRFN1
CCDS9831.1,ENSG00000119681,LTBP2,latent transforming growth factor beta binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6715],CCDS,CCDS4547.1,MYADM
CCDS4547.1,ENSG00000124766,SOX4,SRY-box transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11200],CCDS,CCDS335.1,ACLY
CCDS335.1,ENSG00000060656,PTPRU,protein tyrosine phosphatase receptor type U [Source:HGNC Symbol;Acc:HGNC:9683],CCDS,CCDS34654.1,LSR
CCDS34654.1,ENSG00000146755,TRIM50,tripartite motif containing 50 [Source:HGNC Symbol;Acc:HGNC:19017],CCDS,CCDS31932.1,ADGRE5
CCDS31932.1,ENSG00000187848,P2RX2,purinergic receptor P2X 2 [Source:HGNC Symbol;Acc:HGNC:15459],CCDS,CCDS35155.1,OPRL1
CCDS35155.1,ENSG00000136802,LRRC8A,leucine rich repeat containing 8 VRAC subunit A [Source:HGNC Symbol;Acc:HGNC:19027],CCDS,CCDS11481.1,OR51Q1
CCDS11481.1,ENSG00000004939,SLC4A1,solute carrier family 4 member 1 (Diego blood group) [Source:HGNC Symbol;Acc:HGNC:11027],CCDS,CCDS58288.1,DNM2
CCDS58288.1,ENSG00000150967,ABCB9,ATP binding cassette subfamily B member 9 [Source:HGNC Symbol;Acc:HGNC:50],CCDS,CCDS86099.1,RGMA
CCDS86099.1,ENSG00000198246,SLC29A3,solute carrier family 29 member 3 [Source:HGNC Symbol;Acc:HGNC:23096],CCDS,CCDS53462.1,KRTAP2-2
CCDS53462.1,ENSG00000163531,NFASC,neurofascin [Source:HGNC Symbol;Acc:HGNC:29866],CCDS,CCDS10378.1,HNF1B
CCDS10378.1,ENSG00000140443,IGF1R,insulin like growth factor 1 receptor [Source:HGNC Symbol;Acc:HGNC:5465],CCDS,CCDS73785.1,GABBR2
CCDS73785.1,ENSG00000140443,IGF1R,insulin like growth factor 1 receptor [Source:HGNC Symbol;Acc:HGNC:5465],CCDS,CCDS73119.1,KRTAP10-4
CCDS73119.1,ENSG00000265203,RBP3,retinol binding protein 3 [Source:HGNC Symbol;Acc:HGNC:9921],CCDS,CCDS12301.1,SH2D3C
CCDS12301.1,ENSG00000132005,RFX1,regulatory factor X1 [Source:HGNC Symbol;Acc:HGNC:9982],CCDS,CCDS14002.1,ABCA7
CCDS14002.1,ENSG00000100359,SGSM3,small G protein signaling modulator 3 [Source:HGNC Symbol;Acc:HGNC:25228],CCDS,CCDS44650.1,CYFIP2
CCDS44650.1,ENSG00000197136,PCNX3,pecanex 3 [Source:HGNC Symbol;Acc:HGNC:18760],CCDS,CCDS75587.1,HSPA1B
CCDS75587.1,ENSG00000015520,NPC1L1,NPC1 like intracellular cholesterol transporter 1 [Source:HGNC Symbol;Acc:HGNC:7898],CCDS,CCDS12189.1,TRPM4
CCDS12189.1,ENSG00000171017,LRRC8E,leucine rich repeat containing 8 VRAC subunit E [Source:HGNC Symbol;Acc:HGNC:26272],CCDS,CCDS45175.1,SPTB
CCDS45175.1,ENSG00000099814,CEP170B,centrosomal protein 170B [Source:HGNC Symbol;Acc:HGNC:20362],CCDS,CCDS45130.1,CYP2A6
CCDS45130.1,ENSG00000072110,ACTN1,actinin alpha 1 [Source:HGNC Symbol;Acc:HGNC:163],CCDS,CCDS45673.1,PTGIR
CCDS45673.1,ENSG00000240871,KRTAP4-7,keratin associated protein 4-7 [Source:HGNC Symbol;Acc:HGNC:18898],CCDS,CCDS329.1,HSPA12B
CCDS329.1,ENSG00000116329,OPRD1,opioid receptor delta 1 [Source:HGNC Symbol;Acc:HGNC:8153],CCDS,CCDS32650.1,PHF21B
CCDS32650.1,ENSG00000198271,KRTAP4-5,keratin associated protein 4-5 [Source:HGNC Symbol;Acc:HGNC:18899],CCDS,CCDS45674.1,GALR2
CCDS45674.1,ENSG00000204880,KRTAP4-8,keratin associated protein 4-8 [Source:HGNC Symbol;Acc:HGNC:17230],CCDS,CCDS55210.1,PITPNM3
CCDS55210.1,ENSG00000008853,RHOBTB2,Rho related BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18756],CCDS,CCDS41592.1,ZNF579
CCDS41592.1,ENSG00000185940,KRTAP5-5,keratin associated protein 5-5 [Source:HGNC Symbol;Acc:HGNC:23601],CCDS,CCDS5936.1,SLC15A3
CCDS5936.1,ENSG00000157219,HTR5A,5-hydroxytryptamine receptor 5A [Source:HGNC Symbol;Acc:HGNC:5300],CCDS,CCDS74857.1,KCNK3
CCDS74857.1,ENSG00000187045,TMPRSS6,transmembrane serine protease 6 [Source:HGNC Symbol;Acc:HGNC:16517],CCDS,CCDS87048.1,ZC3H7B
CCDS87048.1,ENSG00000144711,IQSEC1,IQ motif and Sec7 domain ArfGEF 1 [Source:HGNC Symbol;Acc:HGNC:29112],CCDS,CCDS2834.1,TRABD2B
CCDS2834.1,ENSG00000164082,GRM2,glutamate metabotropic receptor 2 [Source:HGNC Symbol;Acc:HGNC:4594],CCDS,CCDS55796.1,LOXL2
CCDS55796.1,ENSG00000149571,KIRREL3,kirre like nephrin family adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:23204],CCDS,CCDS3311.1,SIN3B
CCDS3311.1,ENSG00000145113,MUC4,"mucin 4, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7514]",CCDS,CCDS54254.1,GPR83
CCDS54254.1,ENSG00000004777,ARHGAP33,Rho GTPase activating protein 33 [Source:HGNC Symbol;Acc:HGNC:23085],CCDS,CCDS9963.1,APCDD1L
CCDS9963.1,ENSG00000185559,DLK1,delta like non-canonical Notch ligand 1 [Source:HGNC Symbol;Acc:HGNC:2907],CCDS,CCDS56012.1,KCNK15
CCDS56012.1,ENSG00000258947,TUBB3,tubulin beta 3 class III [Source:HGNC Symbol;Acc:HGNC:20772],CCDS,CCDS843.1,C2CD4C
CCDS843.1,ENSG00000171385,KCND3,potassium voltage-gated channel subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:6239],CCDS,CCDS41730.1,NOC4L
CCDS41730.1,ENSG00000165495,PKNOX2,PBX/knotted 1 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:16714],CCDS,CCDS32168.1,NOS3
CCDS32168.1,ENSG00000179364,PACS2,phosphofurin acidic cluster sorting protein 2 [Source:HGNC Symbol;Acc:HGNC:23794],CCDS,CCDS42459.1,BBC3
CCDS42459.1,ENSG00000065000,AP3D1,adaptor related protein complex 3 subunit delta 1 [Source:HGNC Symbol;Acc:HGNC:568],CCDS,CCDS30966.1,GNB2
CCDS30966.1,ENSG00000081277,PKP1,plakophilin 1 [Source:HGNC Symbol;Acc:HGNC:9023],CCDS,CCDS12075.1,EPN3
CCDS12075.1,ENSG00000129911,KLF16,Kruppel like factor 16 [Source:HGNC Symbol;Acc:HGNC:16857],CCDS,CCDS9998.1,ZFHX2
CCDS9998.1,ENSG00000184916,JAG2,jagged canonical Notch ligand 2 [Source:HGNC Symbol;Acc:HGNC:6189],CCDS,CCDS31547.1,ATP13A2
CCDS31547.1,ENSG00000180475,OR10Q1,olfactory receptor family 10 subfamily Q member 1 [Source:HGNC Symbol;Acc:HGNC:15134],CCDS,CCDS8488.1,FGFR3
CCDS8488.1,ENSG00000166106,ADAMTS15,ADAM metallopeptidase with thrombospondin type 1 motif 15 [Source:HGNC Symbol;Acc:HGNC:16305],CCDS,CCDS31574.1,NLGN3
CCDS31574.1,ENSG00000229859,PGA3,pepsinogen A3 [Source:HGNC Symbol;Acc:HGNC:8885],CCDS,CCDS31575.1,CUX1
CCDS31575.1,ENSG00000229183,PGA4,pepsinogen A4 [Source:HGNC Symbol;Acc:HGNC:8886],CCDS,CCDS31330.1,PRSS50
CCDS31330.1,ENSG00000205869,KRTAP5-1,keratin associated protein 5-1 [Source:HGNC Symbol;Acc:HGNC:23596],CCDS,CCDS821.1,SLC12A4
CCDS821.1,ENSG00000116396,KCNC4,potassium voltage-gated channel subfamily C member 4 [Source:HGNC Symbol;Acc:HGNC:6236],CCDS,CCDS42962.1,SULT2B1
CCDS42962.1,ENSG00000243489,KRTAP10-11,keratin associated protein 10-11 [Source:HGNC Symbol;Acc:HGNC:20528],CCDS,CCDS5476.1,BCAM
CCDS5476.1,ENSG00000106624,AEBP1,AE binding protein 1 [Source:HGNC Symbol;Acc:HGNC:303],CCDS,CCDS12131.1,GNAT1
CCDS12131.1,ENSG00000167680,SEMA6B,semaphorin 6B [Source:HGNC Symbol;Acc:HGNC:10739],CCDS,CCDS9999.1,PANX2
CCDS9999.1,ENSG00000184916,JAG2,jagged canonical Notch ligand 2 [Source:HGNC Symbol;Acc:HGNC:6189],CCDS,CCDS2534.1,S1PR1
CCDS2534.1,ENSG00000063660,GPC1,glypican 1 [Source:HGNC Symbol;Acc:HGNC:4449],CCDS,CCDS7310.1,CHST8
CCDS7310.1,ENSG00000198246,SLC29A3,solute carrier family 29 member 3 [Source:HGNC Symbol;Acc:HGNC:23096],CCDS,CCDS12180.1,TACR1
CCDS12180.1,ENSG00000090674,MCOLN1,mucolipin TRP cation channel 1 [Source:HGNC Symbol;Acc:HGNC:13356],CCDS,CCDS58286.1,GATA3
CCDS58286.1,ENSG00000150967,ABCB9,ATP binding cassette subfamily B member 9 [Source:HGNC Symbol;Acc:HGNC:50],CCDS,CCDS13804.1,ONECUT1
CCDS13804.1,ENSG00000128266,GNAZ,G protein subunit alpha z [Source:HGNC Symbol;Acc:HGNC:4395],CCDS,CCDS12036.1,GFRA2
CCDS12036.1,ENSG00000099821,POLRMT,RNA polymerase mitochondrial [Source:HGNC Symbol;Acc:HGNC:9200],CCDS,CCDS42234.1,KANK3
CCDS42234.1,ENSG00000074370,ATP2A3,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3 [Source:HGNC Symbol;Acc:HGNC:813],CCDS,CCDS46158.1,GPRC5C
CCDS46158.1,ENSG00000142549,IGLON5,IgLON family member 5 [Source:HGNC Symbol;Acc:HGNC:34550],CCDS,CCDS54459.1,MTCL1
CCDS54459.1,ENSG00000149639,SOGA1,"suppressor of glucose, autophagy associated 1 [Source:HGNC Symbol;Acc:HGNC:16111]",CCDS,CCDS42655.1,ADGRE2
CCDS42655.1,ENSG00000196208,GREB1,growth regulating estrogen receptor binding 1 [Source:HGNC Symbol;Acc:HGNC:24885],CCDS,CCDS32749.1,ZNF536
CCDS32749.1,ENSG00000167895,TMC8,transmembrane channel like 8 [Source:HGNC Symbol;Acc:HGNC:20474],CCDS,CCDS32892.1,NPAS1
CCDS32892.1,ENSG00000076924,XAB2,XPA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:14089],CCDS,CCDS8535.1,GPR55
CCDS8535.1,ENSG00000111262,KCNA1,potassium voltage-gated channel subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:6218],CCDS,CCDS31931.1,WNT3
CCDS31931.1,ENSG00000187848,P2RX2,purinergic receptor P2X 2 [Source:HGNC Symbol;Acc:HGNC:15459],CCDS,CCDS13520.1,NRROS
CCDS13520.1,ENSG00000075043,KCNQ2,potassium voltage-gated channel subfamily Q member 2 [Source:HGNC Symbol;Acc:HGNC:6296],CCDS,CCDS34388.1,KCNJ9
CCDS34388.1,ENSG00000204544,MUC21,"mucin 21, cell surface associated [Source:HGNC Symbol;Acc:HGNC:21661]",CCDS,CCDS48190.1,EGR3
CCDS48190.1,ENSG00000130821,SLC6A8,solute carrier family 6 member 8 [Source:HGNC Symbol;Acc:HGNC:11055],CCDS,CCDS42086.1,AP1M1
CCDS42086.1,ENSG00000154237,LRRK1,leucine rich repeat kinase 1 [Source:HGNC Symbol;Acc:HGNC:18608],CCDS,CCDS3343.1,CPN2
CCDS3343.1,ENSG00000127415,IDUA,alpha-L-iduronidase [Source:HGNC Symbol;Acc:HGNC:5391],CCDS,CCDS6059.1,KRTAP2-3
CCDS6059.1,ENSG00000120903,CHRNA2,cholinergic receptor nicotinic alpha 2 subunit [Source:HGNC Symbol;Acc:HGNC:1956],CCDS,CCDS30670.1,SRRM4
CCDS30670.1,ENSG00000116544,DLGAP3,DLG associated protein 3 [Source:HGNC Symbol;Acc:HGNC:30368],CCDS,CCDS32924.1,CYP2A13
CCDS32924.1,ENSG00000132003,ZSWIM4,zinc finger SWIM-type containing 4 [Source:HGNC Symbol;Acc:HGNC:25704],CCDS,CCDS54831.1,DNMT1
CCDS54831.1,ENSG00000164362,TERT,telomerase reverse transcriptase [Source:HGNC Symbol;Acc:HGNC:11730],CCDS,CCDS9792.1,IGFBP5
CCDS9792.1,ENSG00000072110,ACTN1,actinin alpha 1 [Source:HGNC Symbol;Acc:HGNC:163],CCDS,CCDS6402.1,UTS2R
CCDS6402.1,ENSG00000014164,ZC3H3,zinc finger CCCH-type containing 3 [Source:HGNC Symbol;Acc:HGNC:28972],CCDS,CCDS4859.1,IRGC
CCDS4859.1,ENSG00000096088,PGC,progastricsin [Source:HGNC Symbol;Acc:HGNC:8890],CCDS,CCDS11359.1,CBX2
CCDS11359.1,ENSG00000008838,MED24,mediator complex subunit 24 [Source:HGNC Symbol;Acc:HGNC:22963],CCDS,CCDS46540.1,DTX4
CCDS46540.1,ENSG00000156966,B3GNT7,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:18811]",CCDS,CCDS11042.1,PDGFRB
CCDS11042.1,ENSG00000074370,ATP2A3,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3 [Source:HGNC Symbol;Acc:HGNC:813],CCDS,CCDS8133.1,CPTP
CCDS8133.1,ENSG00000179292,TMEM151A,transmembrane protein 151A [Source:HGNC Symbol;Acc:HGNC:28497],CCDS,CCDS8137.1,EFEMP2
CCDS8137.1,ENSG00000174669,SLC29A2,solute carrier family 29 member 2 [Source:HGNC Symbol;Acc:HGNC:11004],CCDS,CCDS45291.1,GRINA
CCDS45291.1,ENSG00000137809,ITGA11,integrin subunit alpha 11 [Source:HGNC Symbol;Acc:HGNC:6136],CCDS,CCDS13519.1,DUSP8
CCDS13519.1,ENSG00000075043,KCNQ2,potassium voltage-gated channel subfamily Q member 2 [Source:HGNC Symbol;Acc:HGNC:6296],CCDS,CCDS2351.1,SH3BP4
CCDS2351.1,ENSG00000155760,FZD7,frizzled class receptor 7 [Source:HGNC Symbol;Acc:HGNC:4045],CCDS,CCDS54433.1,ARHGEF15
CCDS54433.1,ENSG00000124006,OBSL1,obscurin like cytoskeletal adaptor 1 [Source:HGNC Symbol;Acc:HGNC:29092],CCDS,CCDS12921.1,CSF2RB
CCDS12921.1,ENSG00000160469,BRSK1,BR serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:18994],CCDS,CCDS34631.1,SEC14L5
CCDS34631.1,ENSG00000164742,ADCY1,adenylate cyclase 1 [Source:HGNC Symbol;Acc:HGNC:232],CCDS,CCDS32344.1,KCNK13
CCDS32344.1,ENSG00000007384,RHBDF1,rhomboid 5 homolog 1 [Source:HGNC Symbol;Acc:HGNC:20561],CCDS,CCDS75573.1,KRT14
CCDS75573.1,ENSG00000255690,TRIL,TLR4 interactor with leucine rich repeats [Source:HGNC Symbol;Acc:HGNC:22200],CCDS,CCDS42460.1,GLIS2
CCDS42460.1,ENSG00000104885,DOT1L,DOT1 like histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:24948],CCDS,CCDS78264.1,KRTAP5-2
CCDS78264.1,ENSG00000160999,SH2B2,SH2B adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:17381],CCDS,CCDS5917.1,PIP5K1C
CCDS5917.1,ENSG00000164889,SLC4A2,solute carrier family 4 member 2 [Source:HGNC Symbol;Acc:HGNC:11028],CCDS,CCDS30989.1,MRGPRG
CCDS30989.1,ENSG00000174502,SLC26A9,solute carrier family 26 member 9 [Source:HGNC Symbol;Acc:HGNC:14469],CCDS,CCDS11185.1,PTPRT
CCDS11185.1,ENSG00000108551,RASD1,ras related dexamethasone induced 1 [Source:HGNC Symbol;Acc:HGNC:15828],CCDS,CCDS13755.1,TRIM42
CCDS13755.1,ENSG00000206203,TSSK2,testis specific serine kinase 2 [Source:HGNC Symbol;Acc:HGNC:11401],CCDS,CCDS10609.1,ABCC6
CCDS10609.1,ENSG00000168447,SCNN1B,sodium channel epithelial 1 subunit beta [Source:HGNC Symbol;Acc:HGNC:10600],CCDS,CCDS30870.1,HRH3
CCDS30870.1,ENSG00000203782,LORICRIN,loricrin cornified envelope precursor protein [Source:HGNC Symbol;Acc:HGNC:6663],CCDS,CCDS12105.1,SPINT1
CCDS12105.1,ENSG00000125910,S1PR4,sphingosine-1-phosphate receptor 4 [Source:HGNC Symbol;Acc:HGNC:3170],CCDS,CCDS72928.1,DHCR7
CCDS72928.1,ENSG00000143603,KCNN3,potassium calcium-activated channel subfamily N member 3 [Source:HGNC Symbol;Acc:HGNC:6292],CCDS,CCDS13518.1,RAB40C
CCDS13518.1,ENSG00000075043,KCNQ2,potassium voltage-gated channel subfamily Q member 2 [Source:HGNC Symbol;Acc:HGNC:6296],CCDS,CCDS11006.1,TSSK6
CCDS11006.1,ENSG00000167703,SLC43A2,solute carrier family 43 member 2 [Source:HGNC Symbol;Acc:HGNC:23087],CCDS,CCDS45807.1,FBXW5
CCDS45807.1,ENSG00000181409,AATK,apoptosis associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:21],CCDS,CCDS45905.1,FOXI1
CCDS45905.1,ENSG00000220008,LINGO3,leucine rich repeat and Ig domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21206],CCDS,CCDS8001.1,LRP3
CCDS8001.1,ENSG00000256713,PGA5,pepsinogen A5 [Source:HGNC Symbol;Acc:HGNC:8887],CCDS,CCDS45129.1,ABCD1
CCDS45129.1,ENSG00000072110,ACTN1,actinin alpha 1 [Source:HGNC Symbol;Acc:HGNC:163],CCDS,CCDS13202.1,CNTN2
CCDS13202.1,ENSG00000197183,NOL4L,nucleolar protein 4 like [Source:HGNC Symbol;Acc:HGNC:16106],CCDS,CCDS82117.1,CHRNG
CCDS82117.1,ENSG00000008838,MED24,mediator complex subunit 24 [Source:HGNC Symbol;Acc:HGNC:22963],CCDS,CCDS56521.1,SRPK3
CCDS56521.1,ENSG00000164889,SLC4A2,solute carrier family 4 member 2 [Source:HGNC Symbol;Acc:HGNC:11028],CCDS,CCDS45590.1,AGAP3
CCDS45590.1,ENSG00000141503,MINK1,misshapen like kinase 1 [Source:HGNC Symbol;Acc:HGNC:17565],CCDS,CCDS74077.1,OR1I1
CCDS74077.1,ENSG00000161714,PLCD3,phospholipase C delta 3 [Source:HGNC Symbol;Acc:HGNC:9061],CCDS,CCDS41850.1,GAL3ST2
CCDS41850.1,ENSG00000089094,KDM2B,lysine demethylase 2B [Source:HGNC Symbol;Acc:HGNC:13610],CCDS,CCDS12366.1,FKBP10
CCDS12366.1,ENSG00000105639,JAK3,Janus kinase 3 [Source:HGNC Symbol;Acc:HGNC:6193],CCDS,CCDS45579.1,SLC22A8
CCDS45579.1,ENSG00000074370,ATP2A3,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3 [Source:HGNC Symbol;Acc:HGNC:813],CCDS,CCDS45580.1,SLC6A12
CCDS45580.1,ENSG00000074370,ATP2A3,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3 [Source:HGNC Symbol;Acc:HGNC:813],CCDS,CCDS4305.1,FLII
CCDS4305.1,ENSG00000011083,SLC6A7,solute carrier family 6 member 7 [Source:HGNC Symbol;Acc:HGNC:11054],CCDS,CCDS11849.1,LRFN4
CCDS11849.1,ENSG00000154856,APCDD1,APC down-regulated 1 [Source:HGNC Symbol;Acc:HGNC:15718],CCDS,CCDS65138.1,LYNX1
CCDS65138.1,ENSG00000136856,SLC2A8,solute carrier family 2 member 8 [Source:HGNC Symbol;Acc:HGNC:13812],CCDS,CCDS73298.1,GPR17
CCDS73298.1,ENSG00000011347,SYT7,synaptotagmin 7 [Source:HGNC Symbol;Acc:HGNC:11514],CCDS,CCDS5579.1,FADS3
CCDS5579.1,None,None,None,,CCDS56520.1,ZNF296
CCDS56520.1,ENSG00000164889,SLC4A2,solute carrier family 4 member 2 [Source:HGNC Symbol;Acc:HGNC:11028],CCDS,CCDS74837.1,ATP1B2
CCDS74837.1,ENSG00000100095,SEZ6L,seizure related 6 homolog like [Source:HGNC Symbol;Acc:HGNC:10763],CCDS,CCDS36.1,PLEKHM2
CCDS36.1,ENSG00000187730,GABRD,gamma-aminobutyric acid type A receptor subunit delta [Source:HGNC Symbol;Acc:HGNC:4084],CCDS,CCDS6447.1,THBS2
CCDS6447.1,ENSG00000168263,KCNV2,potassium voltage-gated channel modifier subfamily V member 2 [Source:HGNC Symbol;Acc:HGNC:19698],CCDS,CCDS53539.1,KATNB1
CCDS53539.1,ENSG00000148734,NPFFR1,neuropeptide FF receptor 1 [Source:HGNC Symbol;Acc:HGNC:17425],CCDS,CCDS73548.1,PRMT1
CCDS73548.1,ENSG00000187848,P2RX2,purinergic receptor P2X 2 [Source:HGNC Symbol;Acc:HGNC:15459],CCDS,CCDS1434.1,TRIM47
CCDS1434.1,ENSG00000163485,ADORA1,adenosine A1 receptor [Source:HGNC Symbol;Acc:HGNC:262],CCDS,CCDS3218.1,ARAF
CCDS3218.1,ENSG00000121853,GHSR,growth hormone secretagogue receptor [Source:HGNC Symbol;Acc:HGNC:4267],CCDS,CCDS11782.1,DTX2
CCDS11782.1,ENSG00000184009,ACTG1,actin gamma 1 [Source:HGNC Symbol;Acc:HGNC:144],CCDS,CCDS73100.1,SHISA7
CCDS73100.1,ENSG00000204174,NPY4R,neuropeptide Y receptor Y4 [Source:HGNC Symbol;Acc:HGNC:9329],CCDS,CCDS81459.1,CASKIN1
CCDS81459.1,ENSG00000264717,NPY4R2,neuropeptide Y receptor Y4-2 [Source:HGNC Symbol;Acc:HGNC:52383],CCDS,CCDS13436.1,H1-0
CCDS13436.1,ENSG00000026559,KCNG1,potassium voltage-gated channel modifier subfamily G member 1 [Source:HGNC Symbol;Acc:HGNC:6248],CCDS,CCDS86230.1,NPBWR2
CCDS86230.1,ENSG00000158555,GDPD5,glycerophosphodiester phosphodiesterase domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28804],CCDS,CCDS8248.1,RASA4
CCDS8248.1,ENSG00000149260,CAPN5,calpain 5 [Source:HGNC Symbol;Acc:HGNC:1482],CCDS,CCDS67108.1,TPRN
CCDS67108.1,ENSG00000167703,SLC43A2,solute carrier family 43 member 2 [Source:HGNC Symbol;Acc:HGNC:23087],CCDS,CCDS64856.1,ANKRD11
CCDS64856.1,ENSG00000120903,CHRNA2,cholinergic receptor nicotinic alpha 2 subunit [Source:HGNC Symbol;Acc:HGNC:1956],CCDS,CCDS45379.1,REN
CCDS45379.1,ENSG00000138834,MAPK8IP3,mitogen-activated protein kinase 8 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:6884],CCDS,CCDS55478.1,FZD5
CCDS55478.1,ENSG00000175718,RBMXL3,RBMX like 3 [Source:HGNC Symbol;Acc:HGNC:26859],CCDS,CCDS6034.1,LAPTM5
CCDS6034.1,ENSG00000008853,RHOBTB2,Rho related BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18756],CCDS,CCDS81929.1,THEMIS2
CCDS81929.1,ENSG00000138834,MAPK8IP3,mitogen-activated protein kinase 8 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:6884],CCDS,CCDS11568.1,SLC14A2
CCDS11568.1,ENSG00000136457,CHAD,chondroadherin [Source:HGNC Symbol;Acc:HGNC:1909],CCDS,CCDS42315.1,ADAMTSL4
CCDS42315.1,ENSG00000008838,MED24,mediator complex subunit 24 [Source:HGNC Symbol;Acc:HGNC:22963],CCDS,CCDS11227.1,S1PR2
CCDS11227.1,ENSG00000109079,TNFAIP1,TNF alpha induced protein 1 [Source:HGNC Symbol;Acc:HGNC:11894],CCDS,CCDS12052.1,MYO5B
CCDS12052.1,ENSG00000182087,TMEM259,transmembrane protein 259 [Source:HGNC Symbol;Acc:HGNC:17039],CCDS,CCDS32867.1,CAMK2B
CCDS32867.1,ENSG00000129968,ABHD17A,"abhydrolase domain containing 17A, depalmitoylase [Source:HGNC Symbol;Acc:HGNC:28756]",CCDS,CCDS844.1,HTR1B
CCDS844.1,ENSG00000171385,KCND3,potassium voltage-gated channel subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:6239],CCDS,CCDS34443.1,EPX
CCDS34443.1,ENSG00000156564,LRFN2,leucine rich repeat and fibronectin type III domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21226],CCDS,CCDS125.1,TMEM151B
CCDS125.1,ENSG00000116649,SRM,spermidine synthase [Source:HGNC Symbol;Acc:HGNC:11296],CCDS,CCDS55676.1,GPR108
CCDS55676.1,ENSG00000133069,TMCC2,transmembrane and coiled-coil domain family 2 [Source:HGNC Symbol;Acc:HGNC:24239],CCDS,CCDS32673.1,TNK2
CCDS32673.1,ENSG00000185294,SPPL2C,signal peptide peptidase like 2C [Source:HGNC Symbol;Acc:HGNC:28902],CCDS,CCDS3268.1,ITGB2
CCDS3268.1,ENSG00000182580,EPHB3,EPH receptor B3 [Source:HGNC Symbol;Acc:HGNC:3394],CCDS,CCDS6054.1,FOXRED2
CCDS6054.1,ENSG00000120907,ADRA1A,adrenoceptor alpha 1A [Source:HGNC Symbol;Acc:HGNC:277],CCDS,CCDS4015.1,MICAL3
CCDS4015.1,ENSG00000178175,ZNF366,zinc finger protein 366 [Source:HGNC Symbol;Acc:HGNC:18316],CCDS,CCDS61010.1,CHRNE
CCDS61010.1,ENSG00000080854,IGSF9B,immunoglobulin superfamily member 9B [Source:HGNC Symbol;Acc:HGNC:32326],CCDS,CCDS9272.1,SDK1
CCDS9272.1,ENSG00000111452,ADGRD1,adhesion G protein-coupled receptor D1 [Source:HGNC Symbol;Acc:HGNC:19893],CCDS,CCDS3405.1,PRKD2
CCDS3405.1,ENSG00000169676,DRD5,dopamine receptor D5 [Source:HGNC Symbol;Acc:HGNC:3026],CCDS,CCDS42107.1,EGR1
CCDS42107.1,ENSG00000162065,TBC1D24,TBC1 domain family member 24 [Source:HGNC Symbol;Acc:HGNC:29203],CCDS,CCDS4736.1,PAK4
CCDS4736.1,ENSG00000168477,TNXB,tenascin XB [Source:HGNC Symbol;Acc:HGNC:11976],CCDS,CCDS14721.1,KCNN1
CCDS14721.1,ENSG00000182492,BGN,biglycan [Source:HGNC Symbol;Acc:HGNC:1044],CCDS,CCDS41849.1,PGBD5
CCDS41849.1,ENSG00000089094,KDM2B,lysine demethylase 2B [Source:HGNC Symbol;Acc:HGNC:13610],CCDS,CCDS55211.1,ENG
