Gene,adatcodoncount,adatcodonfreq,proteinlennucleotides,ADAT_transformed_ordered_pvalues,ADAT_pvalues_raw,chisquareadatenrichedstatus,expected_adat_codons,observed_adat_codons,protein_length_AA,feature
CCDS6969.1,56,0.13238770685579196,1269,0.3944233836646538,0.6055766163353462,nonsignificant,60,56,423,gene
CCDS6970.1,280,0.19607843137254902,4284,-0.9999907053267507,9.294673249282864e-06,enriched,215,280,1428,gene
CCDS6971.1,259,0.1931394481730052,4023,-0.9999789344908547,2.1065509145244353e-05,enriched,199,259,1341,gene
CCDS6972.1,263,0.19169096209912537,4116,-0.9999638538285541,3.6146171445855115e-05,enriched,204,263,1372,gene
CCDS6974.1,38,0.21965317919075145,519,-0.9053292801544912,0.09467071984550879,nonsignificant,29,38,173,gene
CCDS6975.1,138,0.27165354330708663,1524,-0.9999995799606024,4.200393976022008e-07,enriched,90,138,508,gene
CCDS6976.1,201,0.2111344537815126,2856,-0.9999999999991468,8.532092886840264e-13,enriched,122,201,952,gene
CCDS6978.1,192,0.2089227421109902,2757,-0.9999994569338808,5.430661191575055e-07,enriched,134,192,919,gene
CCDS6979.1,145,0.17261904761904762,2520,-0.9999052277486021,9.477225139792301e-05,enriched,105,145,840,gene
CCDS6980.1,138,0.18982118294360384,2181,-0.9859807228860401,0.014019277113959906,nonsignificant,112,138,727,gene
CCDS6981.1,47,0.14029850746268657,1005,0.22490303780401533,0.7750969621959847,nonsignificant,49,47,335,gene
CCDS6982.1,295,0.1604132680804785,5517,-0.9985986984190398,0.001401301580960214,enriched,245,295,1839,gene
CCDS6983.1,42,0.1337579617834395,942,-0.4835877316039616,0.5164122683960384,nonsignificant,38,42,314,gene
CCDS6985.1,44,0.1345565749235474,981,-0.5766603584175565,0.4233396415824435,nonsignificant,39,44,327,gene
CCDS6986.1,95,0.202991452991453,1404,-0.9999937715012304,6.22849876963124e-06,enriched,60,95,468,gene
CCDS6987.1,21,0.15441176470588236,408,-0.7887004526662931,0.21129954733370696,nonsignificant,16,21,136,gene
CCDS6988.1,210,0.17355371900826447,3630,-0.933942981091153,0.06605701890884698,nonsignificant,185,210,1210,gene
CCDS6989.1,16,0.17204301075268819,279,-0.20374658526236078,0.7962534147376392,nonsignificant,15,16,93,gene
CCDS6990.1,73,0.24579124579124578,891,-0.9998508556089744,0.00014914439102564321,enriched,47,73,297,gene
CCDS6991.1,36,0.2033898305084746,531,-0.9501397962430932,0.049860203756906855,nonsignificant,26,36,177,gene
CCDS6992.1,29,0.1695906432748538,513,-0.9191444016299477,0.08085559837005234,nonsignificant,21,29,171,gene
CCDS6993.1,167,0.28401360544217685,1764,-0.9999999999968318,3.1682260343714683e-12,enriched,98,167,588,gene
CCDS6994.1,95,0.23869346733668342,1194,-0.9999998127752839,1.8722471604280863e-07,enriched,56,95,398,gene
CCDS6995.1,90,0.22332506203473945,1209,-0.9999876296719511,1.237032804894224e-05,enriched,57,90,403,gene
CCDS6997.1,104,0.19366852886405958,1611,-0.9999986842146262,1.3157853737986936e-06,enriched,65,104,537,gene
CCDS6998.1,288,0.19591836734693877,4410,-0.9992879884128619,0.0007120115871380363,enriched,236,288,1470,gene
CCDS7000.1,157,0.2434108527131783,1935,-0.9999992713133692,7.286866308539544e-07,enriched,106,157,645,gene
CCDS7002.1,51,0.18613138686131386,822,-0.9453360641083249,0.05466393589167511,nonsignificant,39,51,274,gene
CCDS7003.1,74,0.26523297491039427,837,-0.999993893564241,6.106435759008895e-06,enriched,44,74,279,gene
CCDS7004.1,103,0.23842592592592593,1296,-0.9999998080872899,1.9191271003236125e-07,enriched,62,103,432,gene
CCDS7005.1,27,0.16463414634146342,492,-0.5957515052605288,0.4042484947394712,nonsignificant,23,27,164,gene
CCDS7006.1,40,0.21621621621621623,555,-0.9973002039367398,0.0026997960632601883,enriched,25,40,185,gene
CCDS7007.1,18,0.1651376146788991,327,-0.5614219739190003,0.4385780260809997,nonsignificant,15,18,109,gene
CCDS7009.1,25,0.1984126984126984,378,-0.9476549367268368,0.052345063273163295,nonsignificant,17,25,126,gene
CCDS7010.1,238,0.20913884007029876,3414,-0.9999999924598735,7.540126507241664e-09,enriched,164,238,1138,gene
CCDS7011.1,23,0.15436241610738255,447,-0.16882959045823764,0.8311704095417624,nonsignificant,22,23,149,gene
CCDS7012.1,25,0.17857142857142858,420,-0.617266911114774,0.38273308888522595,nonsignificant,21,25,140,gene
CCDS7013.1,97,0.19322709163346613,1506,-0.9995631622182808,0.0004368377817192006,enriched,68,97,502,gene
CCDS7014.1,136,0.23985890652557318,1701,-0.9999999682906255,3.170937449416033e-08,enriched,85,136,567,gene
CCDS7017.1,44,0.21674876847290642,609,-0.9661051464753108,0.033894853524689295,nonsignificant,32,44,203,gene
CCDS7019.1,42,0.2198952879581152,573,-0.9961075828772213,0.003892417122778637,nonsignificant,27,42,191,gene
CCDS7020.1,33,0.16097560975609757,615,0.13616825714527359,0.8638317428547264,nonsignificant,34,33,205,gene
CCDS7021.1,61,0.25738396624472576,711,-0.9999203915226919,7.960847730812074e-05,enriched,37,61,237,gene
CCDS7022.1,82,0.239067055393586,1029,-0.9998612114965212,0.00013878850347882944,enriched,54,82,343,gene
CCDS7024.1,73,0.22392638036809817,978,-0.9902782576877583,0.009721742312241679,nonsignificant,54,73,326,gene
CCDS7025.1,106,0.22410147991543342,1419,-0.9999384891096472,6.151089035272799e-05,enriched,72,106,473,gene
CCDS7026.1,111,0.22379032258064516,1488,-0.999940497555972,5.950244402797194e-05,enriched,76,111,496,gene
CCDS7029.1,113,0.16142857142857142,2100,-0.8405883092016085,0.15941169079839146,nonsignificant,99,113,700,gene
CCDS7030.1,119,0.2413793103448276,1479,-0.9999999271080626,7.289193741032583e-08,enriched,73,119,493,gene
CCDS7031.1,203,0.2161874334398296,2817,-0.9999999431414244,5.685857565593147e-08,enriched,139,203,939,gene
CCDS7032.1,195,0.21618625277161863,2706,-0.9999999238757867,7.612421326555853e-08,enriched,133,195,902,gene
CCDS7033.1,163,0.19805589307411908,2469,-0.9999656588142015,3.434118579848006e-05,enriched,118,163,823,gene
CCDS7034.1,20,0.16666666666666666,360,-0.6826894921370888,0.31731050786291115,nonsignificant,16,20,120,gene
CCDS7036.1,129,0.2157190635451505,1794,-0.9999320872908566,6.79127091434202e-05,enriched,91,129,598,gene
CCDS7038.1,169,0.2816666666666667,1800,-0.9999999979496395,2.0503605489789792e-09,enriched,107,169,600,gene
CCDS7039.1,90,0.20179372197309417,1338,-0.9999455964778174,5.4403522182500853e-05,enriched,59,90,446,gene
CCDS7041.1,101,0.23820754716981132,1272,-0.9997887832419644,0.0002112167580356122,enriched,70,101,424,gene
CCDS7042.1,98,0.2024793388429752,1452,-0.9978169552626378,0.0021830447373622493,enriched,72,98,484,gene
CCDS7043.1,101,0.22004357298474944,1377,-0.9998830090667775,0.00011699093322244343,enriched,69,101,459,gene
CCDS7044.1,113,0.21361058601134217,1587,-0.9999591432812575,4.0856718742528225e-05,enriched,77,113,529,gene
CCDS7045.1,276,0.2094081942336874,3954,-0.9999997002363976,2.9976360235412623e-07,enriched,203,276,1318,gene
CCDS7046.1,31,0.2246376811594203,414,-0.9940946084674067,0.00590539153259325,nonsignificant,19,31,138,gene
CCDS7047.1,70,0.1545253863134658,1359,-0.69037109726937,0.30962890273063004,nonsignificant,62,70,453,gene
CCDS7048.1,31,0.13596491228070176,684,-0.4292496119418261,0.5707503880581739,nonsignificant,28,31,228,gene
CCDS7049.1,90,0.2073732718894009,1302,-0.9167354833364496,0.08326451666355042,nonsignificant,75,90,434,gene
CCDS7051.1,86,0.19325842696629214,1335,-0.9992108870109844,0.0007891129890156312,enriched,60,86,445,gene
CCDS7054.1,283,0.1817597944765575,4671,-0.9848063900225398,0.015193609977460245,nonsignificant,245,283,1557,gene
CCDS7055.1,26,0.11403508771929824,684,0.7111556336535182,0.2888443663464818,nonsignificant,32,26,228,gene
CCDS7056.1,21,0.07368421052631578,855,0.9973368807408615,0.002663119259138558,depleted,40,21,285,gene
CCDS7057.1,83,0.16767676767676767,1485,-0.5058754555907361,0.4941245444092639,nonsignificant,77,83,495,gene
CCDS7058.1,151,0.20405405405405405,2220,-0.9996494229585259,0.00035057704147412625,enriched,113,151,740,gene
CCDS7059.1,171,0.2178343949044586,2355,-0.9999994033606167,5.96639383307014e-07,enriched,117,171,785,gene
CCDS7060.1,46,0.1619718309859155,852,-0.8056340891968946,0.19436591080310542,nonsignificant,38,46,284,gene
CCDS7061.1,41,0.12654320987654322,972,0.34892336592216566,0.6510766340778343,nonsignificant,44,41,324,gene
CCDS7062.1,40,0.12345679012345678,972,0.45350640459341784,0.5464935954065822,nonsignificant,44,40,324,gene
CCDS7063.1,36,0.1111111111111111,972,0.7142493696269789,0.2857506303730211,nonsignificant,43,36,324,gene
CCDS7064.1,36,0.1111111111111111,972,0.6454605202264987,0.3545394797735013,nonsignificant,42,36,324,gene
CCDS7065.1,43,0.2654320987654321,486,-0.9998948364459663,0.00010516355403363098,enriched,24,43,162,gene
CCDS7067.1,71,0.13075506445672191,1629,0.631917170746049,0.36808282925395097,nonsignificant,79,71,543,gene
CCDS7068.1,29,0.19727891156462585,441,-0.9558286550915573,0.04417134490844271,nonsignificant,20,29,147,gene
CCDS7069.1,29,0.19333333333333333,450,-0.9963906530640546,0.00360934693594544,enriched,17,29,150,gene
CCDS7070.1,56,0.2007168458781362,837,-0.9525746144912589,0.04742538550874104,nonsignificant,43,56,279,gene
CCDS7071.1,50,0.11210762331838565,1338,0.8724916695094174,0.1275083304905826,nonsignificant,62,50,446,gene
CCDS7072.1,156,0.14942528735632185,3132,-0.3159143255456729,0.6840856744543271,nonsignificant,151,156,1044,gene
CCDS7073.1,161,0.14703196347031963,3285,-0.2504514951205056,0.7495485048794944,nonsignificant,157,161,1095,gene
CCDS7074.1,54,0.20149253731343283,804,-0.4283923550466686,0.5716076449533314,nonsignificant,50,54,268,gene
CCDS7076.1,36,0.13186813186813187,819,0.25439721107253854,0.7456027889274615,nonsignificant,38,36,273,gene
CCDS7077.1,33,0.08208955223880597,1206,0.9957332751778238,0.004266724822176128,nonsignificant,54,33,402,gene
CCDS7078.1,114,0.21880998080614203,1563,-0.9999966791292606,3.3208707393473764e-06,enriched,74,114,521,gene
CCDS7079.1,81,0.11456859971711457,2121,0.25657930230474757,0.7434206976952524,nonsignificant,84,81,707,gene
CCDS7080.1,32,0.08121827411167512,1182,0.9890905016357308,0.010909498364269294,nonsignificant,50,32,394,gene
CCDS7081.1,45,0.15100671140939598,894,0.43229083380264743,0.5677091661973526,nonsignificant,49,45,298,gene
CCDS7083.1,113,0.2545045045045045,1332,-0.9999999927616999,7.2383000993145276e-09,enriched,66,113,444,gene
CCDS7084.1,67,0.22039473684210525,912,-0.9749381556561164,0.025061844343883623,nonsignificant,51,67,304,gene
CCDS7085.1,108,0.24770642201834864,1308,-0.9997580672091393,0.00024193279086066012,enriched,76,108,436,gene
CCDS7086.1,92,0.07227022780832679,3819,0.9999978167834663,2.183216533714857e-06,depleted,150,92,1273,gene
CCDS7087.1,132,0.14347826086956522,2760,-0.2763263901682371,0.7236736098317629,nonsignificant,128,132,920,gene
CCDS7088.1,74,0.15513626834381553,1431,0.3493870360672462,0.6506129639327538,nonsignificant,78,74,477,gene
CCDS7089.1,24,0.10909090909090909,660,0.8828149128018619,0.11718508719813815,nonsignificant,33,24,220,gene
CCDS7090.1,31,0.09198813056379822,1011,0.9327474957391693,0.06725250426083074,nonsignificant,43,31,337,gene
CCDS7091.1,72,0.18652849740932642,1158,-0.9781104818794338,0.02188951812056614,nonsignificant,55,72,386,gene
CCDS7092.1,67,0.1871508379888268,1074,-0.9837904585907746,0.016209541409225422,nonsignificant,50,67,358,gene
CCDS7093.1,60,0.22140221402214022,813,-0.9999366575163338,6.334248366623988e-05,enriched,36,60,271,gene
CCDS7094.1,51,0.08823529411764706,1734,0.9823826277654811,0.017617372234518848,nonsignificant,71,51,578,gene
CCDS7095.1,99,0.11314285714285714,2625,0.9626869467978086,0.037313053202191325,nonsignificant,122,99,875,gene
CCDS7096.1,99,0.11301369863013698,2628,0.9626869467978086,0.037313053202191325,nonsignificant,122,99,876,gene
CCDS7097.1,48,0.1415929203539823,1017,-0.45350640459341784,0.5464935954065822,nonsignificant,44,48,339,gene
CCDS7098.1,56,0.14249363867684478,1179,0.30388248045654453,0.6961175195434555,nonsignificant,59,56,393,gene
CCDS7099.1,52,0.11087420042643924,1407,0.9592986454438819,0.040701354556118174,nonsignificant,69,52,469,gene
CCDS7100.1,31,0.09037900874635568,1029,0.949983604514354,0.050016395485646,nonsignificant,44,31,343,gene
CCDS7101.1,168,0.16153846153846155,3120,-0.8056340891968946,0.19436591080310542,nonsignificant,152,168,1040,gene
CCDS7102.1,37,0.12052117263843648,921,0.5595993018609967,0.4404006981390033,nonsignificant,42,37,307,gene
CCDS7103.1,40,0.0784313725490196,1530,0.9999885519537862,1.1448046213754177e-05,depleted,79,40,510,gene
CCDS7104.1,22,0.06267806267806268,1053,0.9993933809790168,0.0006066190209832519,depleted,45,22,351,gene
CCDS7105.1,50,0.08650519031141868,1734,0.9992037698424092,0.0007962301575908105,depleted,80,50,578,gene
CCDS7106.1,31,0.09717868338557993,957,0.9631115742929501,0.036888425707049914,nonsignificant,45,31,319,gene
CCDS7108.1,32,0.11267605633802817,852,0.9610000469875545,0.038999953012445555,nonsignificant,46,32,284,gene
CCDS7109.1,47,0.09418837675350701,1497,0.985449950752578,0.014550049247421962,nonsignificant,67,47,499,gene
CCDS7110.1,33,0.07399103139013453,1338,0.9992879884128619,0.0007120115871380363,depleted,59,33,446,gene
CCDS7111.1,42,0.12,1050,0.834482141302534,0.16551785869746605,nonsignificant,52,42,350,gene
CCDS7112.1,42,0.1510791366906475,834,-0.5889202212766846,0.41107977872331536,nonsignificant,37,42,278,gene
CCDS7113.1,442,0.12196467991169978,10872,0.9846777589448993,0.015322241055100749,nonsignificant,496,442,3624,gene
CCDS7114.1,26,0.0663265306122449,1176,0.9999390025711035,6.099742889649526e-05,depleted,56,26,392,gene
CCDS7120.1,90,0.19271948608137046,1401,-0.9988459499152185,0.0011540500847815342,enriched,64,90,467,gene
CCDS7121.1,41,0.14186851211072665,867,0.6876785783237868,0.31232142167621324,nonsignificant,48,41,289,gene
CCDS7122.1,41,0.07578558225508318,1623,0.999987013507458,1.2986492541972959e-05,depleted,80,41,541,gene
CCDS7124.1,84,0.1282442748091603,1965,0.6976566782236291,0.30234332177637085,nonsignificant,94,84,655,gene
CCDS7125.1,93,0.14069591527987896,1983,0.45350640459341784,0.5464935954065822,nonsignificant,99,93,661,gene
CCDS7126.1,87,0.13657770800627944,1911,0.5297023699326726,0.4702976300673274,nonsignificant,94,87,637,gene
CCDS7127.1,86,0.1358609794628752,1899,0.4683854231183877,0.5316145768816123,nonsignificant,92,86,633,gene
CCDS7128.1,84,0.13861386138613863,1818,0.40388733427667656,0.5961126657233234,nonsignificant,89,84,606,gene
CCDS7129.1,87,0.14192495921696574,1839,0.24817036595415076,0.7518296340458492,nonsignificant,90,87,613,gene
CCDS7130.1,29,0.06170212765957447,1410,0.9999965567949888,3.443205011169126e-06,depleted,67,29,470,gene
CCDS7131.1,17,0.09444444444444444,540,0.9224438332563346,0.07755616674366539,nonsignificant,26,17,180,gene
CCDS7132.1,69,0.13018867924528302,1590,0.739448212191416,0.260551787808584,nonsignificant,79,69,530,gene
CCDS7133.1,37,0.13653136531365315,813,-0.6232408821884179,0.3767591178115821,nonsignificant,32,37,271,gene
CCDS7134.1,86,0.08472906403940887,3045,0.9997946242638588,0.0002053757361412177,depleted,128,86,1015,gene
CCDS7135.1,68,0.06614785992217899,3084,0.9999999999904615,9.538514342946386e-12,depleted,152,68,1028,gene
CCDS7136.1,52,0.0936936936936937,1665,0.9956145106079062,0.00438548939209379,nonsignificant,77,52,555,gene
CCDS7137.1,19,0.09693877551020408,588,0.9110269882981867,0.08897301170181328,nonsignificant,28,19,196,gene
CCDS7138.1,26,0.07951070336391437,981,0.997809906035071,0.0021900939649289884,depleted,47,26,327,gene
CCDS7139.1,43,0.08431372549019608,1530,0.999994774873323,5.2251266770276915e-06,depleted,85,43,510,gene
CCDS7140.1,41,0.08932461873638345,1377,0.9999809149060745,1.9085093925416623e-05,depleted,79,41,459,gene
CCDS7141.1,51,0.12530712530712532,1221,0.21646950222589045,0.7835304977741095,nonsignificant,53,51,407,gene
CCDS7142.1,73,0.0836197021764032,2619,0.9999988341746511,1.1658253489741944e-06,depleted,128,73,873,gene
CCDS7143.1,70,0.2127659574468085,987,-0.9985038357102545,0.0014961642897455517,enriched,48,70,329,gene
CCDS7145.1,26,0.11504424778761062,678,0.42253133757270045,0.5774686624272996,nonsignificant,29,26,226,gene
CCDS7146.1,21,0.08171206225680934,771,0.9820395224739212,0.01796047752607879,nonsignificant,35,21,257,gene
CCDS7147.1,41,0.05510752688172043,2232,0.9999999997269553,2.7304467728569924e-10,depleted,106,41,744,gene
CCDS7148.1,130,0.08039579468150897,4851,0.9999999987032475,1.2967524285378033e-09,depleted,220,130,1617,gene
CCDS7149.1,68,0.11604095563139932,1758,0.7841343579941709,0.21586564200582908,nonsignificant,79,68,586,gene
CCDS7150.1,39,0.07662082514734773,1527,0.9999998841905958,1.1580940422832024e-07,depleted,89,39,509,gene
CCDS7151.1,62,0.08647140864714087,2151,0.9999807707912601,1.9229208739909067e-05,depleted,106,62,717,gene
CCDS7152.1,69,0.08914728682170543,2322,0.9999749818809708,2.501811902916405e-05,depleted,114,69,774,gene
CCDS7153.1,67,0.07622298065984073,2637,0.9999997870673011,2.1293269893678653e-07,depleted,125,67,879,gene
CCDS7154.1,37,0.07535641547861507,1473,0.9970150855723845,0.0029849144276154972,depleted,60,37,491,gene
CCDS7155.1,19,0.09178743961352658,621,0.8763422895971663,0.12365771040283367,nonsignificant,27,19,207,gene
CCDS7156.1,47,0.13314447592067988,1059,0.11476608552679846,0.8852339144732015,nonsignificant,48,47,353,gene
CCDS7157.1,96,0.09186602870813397,3135,0.9999970428410369,2.9571589631773765e-06,depleted,154,96,1045,gene
CCDS7158.1,46,0.07972270363951472,1731,0.9999511951067581,4.8804893241909816e-05,depleted,83,46,577,gene
CCDS7159.1,41,0.06327160493827161,1944,0.9999999995782569,4.217430806262931e-10,depleted,105,41,648,gene
CCDS7160.1,33,0.060550458715596334,1635,0.9999999929364937,7.063506348773751e-09,depleted,87,33,545,gene
CCDS7161.1,39,0.06467661691542288,1809,0.999999999313769,6.862309580243402e-10,depleted,101,39,603,gene
CCDS7162.1,40,0.1532567049808429,783,-0.6965163359751609,0.3034836640248391,nonsignificant,34,40,261,gene
CCDS7163.1,289,0.16154276131917272,5367,-0.9763828351844311,0.02361716481556891,nonsignificant,253,289,1789,gene
CCDS7164.1,356,0.16072234762979684,6645,-0.9616974538531784,0.03830254614682165,nonsignificant,319,356,2215,gene
CCDS7165.1,56,0.09605488850771869,1749,0.9977497734319142,0.0022502265680857947,depleted,84,56,583,gene
CCDS7166.1,55,0.11752136752136752,1404,0.8573607936694319,0.14263920633056812,nonsignificant,67,55,468,gene
CCDS7168.1,102,0.12303980699638119,2487,0.834482141302534,0.16551785869746605,nonsignificant,117,102,829,gene
CCDS7169.1,81,0.072,3375,0.999999982374556,1.762544401693316e-08,depleted,150,81,1125,gene
CCDS7170.1,59,0.06965761511216056,2541,0.9999992010410913,7.989589087235516e-07,depleted,111,59,847,gene
CCDS7171.1,61,0.06327800829875518,2892,0.9999999846466124,1.535338758790174e-08,depleted,124,61,964,gene
CCDS7172.1,69,0.08243727598566308,2511,0.9999992153447277,7.846552723277243e-07,depleted,124,69,837,gene
CCDS7173.1,21,0.043121149897330596,1461,0.9999995218476124,4.781523876094526e-07,depleted,60,21,487,gene
